,country_code,country_name,state_code,state_name,state_abbreviation,municipality_code,municipality_name,population_size,hdi,years,employability_rate
481,BR,Brasil,21,Maranhão,MA,2100709,Anajatuba,27170,0.581,"[2020, 2019, 2018, 2017, 2016]","[863, 882, 835, 875, 893]"
482,BR,Brasil,21,Maranhão,MA,2100808,Anapurus,16054,0.581,"[2020, 2019, 2018, 2017, 2016]","[968, 1155, 1166, 1112, 1001]"
483,BR,Brasil,21,Maranhão,MA,2100832,Apicum-Açu,17582,0.568,"[2020, 2019, 2018, 2017, 2016]","[616, 604, 625, 635, 600]"
484,BR,Brasil,21,Maranhão,MA,2100873,Araguanã,15675,0.5329999999999999,"[2020, 2019, 2018, 2017, 2016]","[267, 267, 271, 294, 307]"
485,BR,Brasil,21,Maranhão,MA,2111409,São Luís Gonzaga do Maranhão,18600,0.54,"[2020, 2019, 2018, 2017, 2016]","[882, 901, 884, 758, 776]"
486,BR,Brasil,21,Maranhão,MA,2100907,Araioses,47095,0.521,"[2020, 2019, 2018, 2017, 2016]","[2146, 2217, 2207, 2034, 1603]"
487,BR,Brasil,21,Maranhão,MA,2100956,Arame,32825,0.512,"[2020, 2019, 2018, 2017, 2016]","[856, 811, 840, 882, 1067]"
488,BR,Brasil,21,Maranhão,MA,2101004,Arari,30014,0.626,"[2020, 2019, 2018, 2017, 2016]","[1876, 1877, 1717, 1735, 1552]"
489,BR,Brasil,21,Maranhão,MA,2101103,Axixá,12234,0.6409999999999999,"[2020, 2019, 2018, 2017, 2016]","[584, 558, 571, 511, 516]"
490,BR,Brasil,21,Maranhão,MA,2101202,Bacabal,105094,0.6509999999999999,"[2020, 2019, 2018, 2017, 2016]","[9703, 9455, 9608, 9477, 9370]"
491,BR,Brasil,21,Maranhão,MA,2101939,Bernardo do Mearim,6102,0.604,"[2020, 2019, 2018, 2017, 2016]","[251, 247, 235, 226, 229]"
492,BR,Brasil,21,Maranhão,MA,2101251,Bacabeira,17446,0.629,"[2020, 2019, 2018, 2017, 2016]","[1473, 1522, 1585, 1926, 2144]"
493,BR,Brasil,21,Maranhão,MA,2101301,Bacuri,18726,0.578,"[2020, 2019, 2018, 2017, 2016]","[1164, 1091, 938, 908, 900]"
494,BR,Brasil,21,Maranhão,MA,2101350,Bacurituba,5696,0.537,"[2020, 2019, 2018, 2017, 2016]","[277, 303, 305, 298, 233]"
495,BR,Brasil,21,Maranhão,MA,2101400,Balsas,96951,0.687,"[2020, 2019, 2018, 2017, 2016]","[20083, 20068, 18726, 18290, 17318]"
496,BR,Brasil,21,Maranhão,MA,2101509,Barão de Grajaú,19026,0.5920000000000001,"[2020, 2019, 2018, 2017, 2016]","[1581, 1499, 1493, 1352, 1450]"
497,BR,Brasil,21,Maranhão,MA,2101608,Barra do Corda,88895,0.606,"[2020, 2019, 2018, 2017, 2016]","[5491, 6107, 5404, 5292, 4909]"
498,BR,Brasil,21,Maranhão,MA,2101707,Barreirinhas,63891,0.57,"[2020, 2019, 2018, 2017, 2016]","[4440, 4483, 4391, 3130, 3414]"
499,BR,Brasil,21,Maranhão,MA,2101731,Belágua,7586,0.512,"[2020, 2019, 2018, 2017, 2016]","[693, 726, 529, 538, 549]"
500,BR,Brasil,21,Maranhão,MA,2101772,Bela Vista do Maranhão,11347,0.5539999999999999,"[2020, 2019, 2018, 2017, 2016]","[550, 469, 401, 318, 297]"
501,BR,Brasil,21,Maranhão,MA,2101806,Benedito Leite,5643,0.546,"[2020, 2019, 2018, 2017, 2016]","[355, 315, 309, 299, 307]"
502,BR,Brasil,21,Maranhão,MA,2101905,Bequimão,21317,0.601,"[2020, 2019, 2018, 2017, 2016]","[1125, 974, 996, 805, 837]"
503,BR,Brasil,21,Maranhão,MA,2101970,Boa Vista do Gurupi,8494,0.545,"[2020, 2019, 2018, 2017, 2016]","[426, 462, 474, 477, 467]"
504,BR,Brasil,21,Maranhão,MA,2102002,Bom Jardim,42010,0.5379999999999999,"[2020, 2019, 2018, 2017, 2016]","[1812, 1758, 1702, 1615, 1239]"
505,BR,Brasil,21,Maranhão,MA,2102036,Bom Jesus das Selvas,35095,0.5579999999999999,"[2020, 2019, 2018, 2017, 2016]","[1846, 1500, 1485, 1471, 1462]"
506,BR,Brasil,21,Maranhão,MA,2102077,Bom Lugar,16578,0.562,"[2020, 2019, 2018, 2017, 2016]","[450, 428, 440, 413, 317]"
507,BR,Brasil,21,Maranhão,MA,2102101,Brejo,36900,0.562,"[2020, 2019, 2018, 2017, 2016]","[1568, 1716, 1759, 1173, 1687]"
508,BR,Brasil,21,Maranhão,MA,2102150,Brejo de Areia,8841,0.519,"[2020, 2019, 2018, 2017, 2016]","[268, 254, 260, 223, 212]"
509,BR,Brasil,21,Maranhão,MA,2102309,Buriti Bravo,23993,0.59,"[2020, 2019, 2018, 2017, 2016]","[678, 697, 626, 787, 851]"
510,BR,Brasil,21,Maranhão,MA,2102325,Buriticupu,73595,0.556,"[2020, 2019, 2018, 2017, 2016]","[4521, 4248, 3374, 3383, 2964]"
511,BR,Brasil,21,Maranhão,MA,2102358,Buritirana,15503,0.583,"[2020, 2019, 2018, 2017, 2016]","[502, 518, 497, 521, 487]"
512,BR,Brasil,21,Maranhão,MA,2102374,Cachoeira Grande,9524,0.537,"[2020, 2019, 2018, 2017, 2016]","[206, 345, 342, 287, 288]"
513,BR,Brasil,21,Maranhão,MA,2102408,Cajapió,11255,0.5529999999999999,"[2020, 2019, 2018, 2017, 2016]","[302, 301, 318, 324, 323]"
514,BR,Brasil,21,Maranhão,MA,2102507,Cajari,19521,0.523,"[2020, 2019, 2018, 2017, 2016]","[642, 725, 742, 713, 649]"
515,BR,Brasil,21,Maranhão,MA,2102556,Campestre do Maranhão,14530,0.652,"[2020, 2019, 2018, 2017, 2016]","[1728, 1460, 1267, 1390, 1208]"
516,BR,Brasil,21,Maranhão,MA,2102606,Cândido Mendes,20376,0.561,"[2020, 2019, 2018, 2017, 2016]","[782, 766, 733, 782, 800]"
517,BR,Brasil,21,Maranhão,MA,2102705,Cantanhede,22236,0.565,"[2020, 2019, 2018, 2017, 2016]","[978, 949, 915, 827, 754]"
518,BR,Brasil,21,Maranhão,MA,2102754,Capinzal do Norte,10937,0.537,"[2020, 2019, 2018, 2017, 2016]","[791, 535, 539, 604, 728]"
519,BR,Brasil,21,Maranhão,MA,2102804,Carolina,24151,0.634,"[2020, 2019, 2018, 2017, 2016]","[2746, 2898, 2968, 2685, 2624]"
520,BR,Brasil,21,Maranhão,MA,2102903,Carutapera,24095,0.574,"[2020, 2019, 2018, 2017, 2016]","[1316, 1700, 1563, 1578, 1345]"
521,BR,Brasil,21,Maranhão,MA,2103000,Caxias,166159,0.624,"[2020, 2019, 2018, 2017, 2016]","[18003, 17702, 16792, 16229, 14865]"
522,BR,Brasil,21,Maranhão,MA,2103109,Cedral,10711,0.605,"[2020, 2019, 2018, 2017, 2016]","[648, 634, 360, 355, 323]"
523,BR,Brasil,21,Maranhão,MA,2103125,Central do Maranhão,8806,0.585,"[2020, 2019, 2018, 2017, 2016]","[139, 298, 319, 199, 144]"
524,BR,Brasil,21,Maranhão,MA,2103158,Centro do Guilherme,13876,0.542,"[2020, 2019, 2018, 2017, 2016]","[525, 613, 410, 450, 408]"
525,BR,Brasil,21,Maranhão,MA,2103174,Centro Novo do Maranhão,22056,0.518,"[2020, 2019, 2018, 2017, 2016]","[636, 672, 675, 500, 511]"
526,BR,Brasil,21,Maranhão,MA,2103208,Chapadinha,80705,0.604,"[2020, 2019, 2018, 2017, 2016]","[5537, 5434, 5489, 4895, 4785]"
527,BR,Brasil,21,Maranhão,MA,2103257,Cidelândia,14855,0.6,"[2020, 2019, 2018, 2017, 2016]","[807, 793, 1069, 795, 881]"
528,BR,Brasil,21,Maranhão,MA,2103307,Codó,123368,0.595,"[2020, 2019, 2018, 2017, 2016]","[9982, 9290, 9758, 9277, 9710]"
529,BR,Brasil,21,Maranhão,MA,2103406,Coelho Neto,49804,0.564,"[2020, 2019, 2018, 2017, 2016]","[4632, 4050, 3776, 3627, 4131]"
530,BR,Brasil,21,Maranhão,MA,2103505,Colinas,41443,0.596,"[2020, 2019, 2018, 2017, 2016]","[3110, 2947, 2776, 2557, 2625]"
531,BR,Brasil,21,Maranhão,MA,2103901,Duque Bacelar,11451,0.5329999999999999,"[2020, 2019, 2018, 2017, 2016]","[496, 529, 507, 492, 374]"
532,BR,Brasil,21,Maranhão,MA,2103554,Conceição do Lago-Açu,16559,0.512,"[2020, 2019, 2018, 2017, 2016]","[787, 782, 894, 803, 815]"
533,BR,Brasil,21,Maranhão,MA,2103604,Coroatá,65788,0.5760000000000001,"[2020, 2019, 2018, 2017, 2016]","[4303, 3855, 3559, 3934, 3423]"
534,BR,Brasil,21,Maranhão,MA,2103703,Cururupu,32559,0.612,"[2020, 2019, 2018, 2017, 2016]","[1477, 1497, 1512, 1520, 1565]"
535,BR,Brasil,21,Maranhão,MA,2103752,Davinópolis,12923,0.607,"[2020, 2019, 2018, 2017, 2016]","[2229, 1932, 2078, 2829, 3007]"
536,BR,Brasil,21,Maranhão,MA,2103802,Dom Pedro,23393,0.622,"[2020, 2019, 2018, 2017, 2016]","[1634, 1642, 1629, 1535, 1582]"
537,BR,Brasil,22,Piauí,PI,2200251,Alagoinha do Piauí,7678,0.531,"[2020, 2019, 2018, 2017, 2016]","[313, 291, 283, 283, 289]"
538,BR,Brasil,21,Maranhão,MA,2104008,Esperantinópolis,16971,0.586,"[2020, 2019, 2018, 2017, 2016]","[1594, 1216, 1385, 1498, 1030]"
539,BR,Brasil,21,Maranhão,MA,2104057,Estreito,43097,0.659,"[2020, 2019, 2018, 2017, 2016]","[3696, 4089, 3823, 3709, 3395]"
540,BR,Brasil,21,Maranhão,MA,2104073,Feira Nova do Maranhão,8506,0.532,"[2020, 2019, 2018, 2017, 2016]","[462, 489, 462, 426, 428]"
541,BR,Brasil,21,Maranhão,MA,2104081,Fernando Falcão,10559,0.44299999999999995,"[2020, 2019, 2018, 2017, 2016]","[309, 299, 334, 392, 303]"
542,BR,Brasil,21,Maranhão,MA,2104099,Formosa da Serra Negra,19425,0.556,"[2020, 2019, 2018, 2017, 2016]","[852, 813, 803, 791, 791]"
543,BR,Brasil,21,Maranhão,MA,2104107,Fortaleza dos Nogueiras,12662,0.616,"[2020, 2019, 2018, 2017, 2016]","[1115, 1015, 833, 816, 758]"
544,BR,Brasil,21,Maranhão,MA,2104206,Fortuna,17812,0.58,"[2020, 2019, 2018, 2017, 2016]","[545, 550, 543, 531, 545]"
545,BR,Brasil,21,Maranhão,MA,2104305,Godofredo Viana,12104,0.604,"[2020, 2019, 2018, 2017, 2016]","[1636, 1425, 1114, 674, 549]"
546,BR,Brasil,21,Maranhão,MA,2104404,Gonçalves Dias,17953,0.568,"[2020, 2019, 2018, 2017, 2016]","[635, 708, 694, 647, 603]"
547,BR,Brasil,21,Maranhão,MA,2104503,Governador Archer,10931,0.565,"[2020, 2019, 2018, 2017, 2016]","[318, 330, 333, 335, 164]"
548,BR,Brasil,21,Maranhão,MA,2104552,Governador Edison Lobão,18740,0.629,"[2020, 2019, 2018, 2017, 2016]","[2159, 2044, 2059, 1850, 1561]"
549,BR,Brasil,21,Maranhão,MA,2105203,Igarapé Grande,11453,0.614,"[2020, 2019, 2018, 2017, 2016]","[527, 520, 567, 550, 532]"
550,BR,Brasil,21,Maranhão,MA,2104602,Governador Eugênio Barros,14703,0.5720000000000001,"[2020, 2019, 2018, 2017, 2016]","[515, 502, 551, 567, 565]"
551,BR,Brasil,21,Maranhão,MA,2104628,Governador Luiz Rocha,7878,0.544,"[2020, 2019, 2018, 2017, 2016]","[521, 530, 734, 632, 583]"
552,BR,Brasil,21,Maranhão,MA,2104651,Governador Newton Bello,10121,0.521,"[2020, 2019, 2018, 2017, 2016]","[312, 306, 292, 246, 191]"
553,BR,Brasil,21,Maranhão,MA,2104677,Governador Nunes Freire,25502,0.569,"[2020, 2019, 2018, 2017, 2016]","[1408, 1340, 1352, 1404, 1522]"
554,BR,Brasil,21,Maranhão,MA,2104701,Graça Aranha,6261,0.57,"[2020, 2019, 2018, 2017, 2016]","[234, 232, 407, 409, 408]"
555,BR,Brasil,23,Ceará,CE,2300705,Alto Santo,16077,0.601,"[2020, 2019, 2018, 2017, 2016]","[1530, 1564, 1475, 1687, 1773]"
556,BR,Brasil,21,Maranhão,MA,2104800,Grajaú,70692,0.609,"[2020, 2019, 2018, 2017, 2016]","[7056, 6691, 7329, 6440, 6476]"
557,BR,Brasil,21,Maranhão,MA,2104909,Guimarães,11966,0.625,"[2020, 2019, 2018, 2017, 2016]","[443, 494, 528, 497, 479]"
558,BR,Brasil,21,Maranhão,MA,2105005,Humberto de Campos,29143,0.535,"[2020, 2019, 2018, 2017, 2016]","[1795, 2176, 2132, 1927, 1606]"
559,BR,Brasil,21,Maranhão,MA,2105104,Icatu,27423,0.546,"[2020, 2019, 2018, 2017, 2016]","[1115, 1148, 1242, 812, 757]"
560,BR,Brasil,21,Maranhão,MA,2105153,Igarapé do Meio,14470,0.569,"[2020, 2019, 2018, 2017, 2016]","[892, 997, 1100, 1055, 715]"
561,BR,Brasil,21,Maranhão,MA,2105302,Imperatriz,259980,0.731,"[2020, 2019, 2018, 2017, 2016]","[64948, 63434, 62217, 58013, 55347]"
562,BR,Brasil,21,Maranhão,MA,2105351,Itaipava do Grajaú,16158,0.518,"[2020, 2019, 2018, 2017, 2016]","[265, 275, 271, 248, 217]"
563,BR,Brasil,21,Maranhão,MA,2105401,Itapecuru Mirim,69233,0.599,"[2020, 2019, 2018, 2017, 2016]","[5616, 4648, 5005, 5260, 4653]"
564,BR,Brasil,21,Maranhão,MA,2105427,Itinga do Maranhão,26134,0.63,"[2020, 2019, 2018, 2017, 2016]","[2839, 2923, 2642, 2500, 2272]"
565,BR,Brasil,21,Maranhão,MA,2105450,Jatobá,10464,0.561,"[2020, 2019, 2018, 2017, 2016]","[364, 372, 360, 384, 388]"
566,BR,Brasil,21,Maranhão,MA,2105476,Jenipapo dos Vieiras,17123,0.49,"[2020, 2019, 2018, 2017, 2016]","[589, 651, 558, 545, 527]"
567,BR,Brasil,21,Maranhão,MA,2105500,João Lisboa,23677,0.6409999999999999,"[2020, 2019, 2018, 2017, 2016]","[1720, 1575, 1470, 1623, 1547]"
568,BR,Brasil,21,Maranhão,MA,2105609,Joselândia,16228,0.561,"[2020, 2019, 2018, 2017, 2016]","[657, 587, 569, 574, 534]"
569,BR,Brasil,21,Maranhão,MA,2105658,Junco do Maranhão,4334,0.552,"[2020, 2019, 2018, 2017, 2016]","[582, 551, 572, 463, 407]"
570,BR,Brasil,21,Maranhão,MA,2105708,Lago da Pedra,50959,0.589,"[2020, 2019, 2018, 2017, 2016]","[2860, 2883, 3045, 2929, 2927]"
571,BR,Brasil,21,Maranhão,MA,2105807,Lago do Junco,10900,0.581,"[2020, 2019, 2018, 2017, 2016]","[494, 474, 456, 392, 391]"
572,BR,Brasil,21,Maranhão,MA,2105906,Lago Verde,16369,0.557,"[2020, 2019, 2018, 2017, 2016]","[652, 650, 642, 635, 644]"
573,BR,Brasil,21,Maranhão,MA,2105922,Lagoa do Mato,11280,0.5660000000000001,"[2020, 2019, 2018, 2017, 2016]","[460, 443, 434, 450, 459]"
574,BR,Brasil,21,Maranhão,MA,2105948,Lago dos Rodrigues,8841,0.602,"[2020, 2019, 2018, 2017, 2016]","[574, 539, 550, 549, 532]"
575,BR,Brasil,21,Maranhão,MA,2105963,Lagoa Grande do Maranhão,11534,0.502,"[2020, 2019, 2018, 2017, 2016]","[407, 427, 466, 490, 366]"
576,BR,Brasil,21,Maranhão,MA,2105989,Lajeado Novo,7653,0.589,"[2020, 2019, 2018, 2017, 2016]","[300, 405, 415, 275, 279]"
577,BR,Brasil,21,Maranhão,MA,2106003,Lima Campos,11943,0.581,"[2020, 2019, 2018, 2017, 2016]","[723, 687, 723, 710, 727]"
578,BR,Brasil,21,Maranhão,MA,2106102,Loreto,12271,0.5820000000000001,"[2020, 2019, 2018, 2017, 2016]","[1081, 1101, 1160, 1147, 1067]"
579,BR,Brasil,21,Maranhão,MA,2106201,Luís Domingues,7016,0.588,"[2020, 2019, 2018, 2017, 2016]","[438, 423, 413, 433, 241]"
580,BR,Brasil,21,Maranhão,MA,2106300,Magalhães de Almeida,20228,0.5670000000000001,"[2020, 2019, 2018, 2017, 2016]","[1102, 1171, 940, 1047, 1039]"
581,BR,Brasil,21,Maranhão,MA,2106326,Maracaçumé,21773,0.5820000000000001,"[2020, 2019, 2018, 2017, 2016]","[1053, 1049, 1094, 1111, 1035]"
582,BR,Brasil,21,Maranhão,MA,2106359,Marajá do Sena,7757,0.452,"[2020, 2019, 2018, 2017, 2016]","[308, 262, 235, 195, 192]"
583,BR,Brasil,21,Maranhão,MA,2106375,Maranhãozinho,16754,0.55,"[2020, 2019, 2018, 2017, 2016]","[758, 815, 710, 677, 707]"
584,BR,Brasil,21,Maranhão,MA,2106755,Miranda do Norte,29121,0.61,"[2020, 2019, 2018, 2017, 2016]","[1448, 1467, 1373, 1350, 1277]"
585,BR,Brasil,21,Maranhão,MA,2106409,Mata Roma,17122,0.57,"[2020, 2019, 2018, 2017, 2016]","[1123, 1359, 1091, 950, 948]"
586,BR,Brasil,21,Maranhão,MA,2106508,Matinha,23591,0.619,"[2020, 2019, 2018, 2017, 2016]","[1180, 1229, 1200, 1217, 1169]"
587,BR,Brasil,21,Maranhão,MA,2106607,Matões,34099,0.55,"[2020, 2019, 2018, 2017, 2016]","[2249, 1540, 1386, 1430, 1467]"
588,BR,Brasil,21,Maranhão,MA,2106631,Matões do Norte,17316,0.5329999999999999,"[2020, 2019, 2018, 2017, 2016]","[623, 280, 309, 498, 255]"
589,BR,Brasil,21,Maranhão,MA,2106672,Milagres do Maranhão,8502,0.527,"[2020, 2019, 2018, 2017, 2016]","[355, 354, 361, 345, 350]"
590,BR,Brasil,21,Maranhão,MA,2106706,Mirador,21045,0.545,"[2020, 2019, 2018, 2017, 2016]","[705, 872, 1027, 970, 876]"
591,BR,Brasil,21,Maranhão,MA,2106805,Mirinzal,15059,0.622,"[2020, 2019, 2018, 2017, 2016]","[526, 593, 592, 578, 629]"
592,BR,Brasil,21,Maranhão,MA,2106904,Monção,33888,0.546,"[2020, 2019, 2018, 2017, 2016]","[1301, 1318, 1327, 1272, 1203]"
593,BR,Brasil,21,Maranhão,MA,2107001,Montes Altos,9064,0.575,"[2020, 2019, 2018, 2017, 2016]","[436, 406, 418, 388, 410]"
594,BR,Brasil,21,Maranhão,MA,2107100,Morros,19708,0.5479999999999999,"[2020, 2019, 2018, 2017, 2016]","[949, 941, 911, 825, 959]"
595,BR,Brasil,21,Maranhão,MA,2107456,Olinda Nova do Maranhão,14968,0.575,"[2020, 2019, 2018, 2017, 2016]","[594, 554, 557, 538, 528]"
596,BR,Brasil,21,Maranhão,MA,2107209,Nina Rodrigues,14826,0.585,"[2020, 2019, 2018, 2017, 2016]","[423, 399, 397, 364, 357]"
597,BR,Brasil,21,Maranhão,MA,2107258,Nova Colinas,5469,0.5660000000000001,"[2020, 2019, 2018, 2017, 2016]","[375, 357, 329, 364, 347]"
598,BR,Brasil,21,Maranhão,MA,2107308,Nova Iorque,4682,0.584,"[2020, 2019, 2018, 2017, 2016]","[240, 239, 230, 224, 225]"
599,BR,Brasil,21,Maranhão,MA,2107357,Nova Olinda do Maranhão,21228,0.581,"[2020, 2019, 2018, 2017, 2016]","[486, 464, 419, 356, 363]"
600,BR,Brasil,21,Maranhão,MA,2107407,Olho d'Água das Cunhãs,19616,0.589,"[2020, 2019, 2018, 2017, 2016]","[1030, 1302, 1385, 1200, 1084]"
601,BR,Brasil,21,Maranhão,MA,2107506,Paço do Lumiar,125265,0.7240000000000001,"[2020, 2019, 2018, 2017, 2016]","[8537, 8193, 8198, 7986, 7056]"
602,BR,Brasil,21,Maranhão,MA,2107605,Palmeirândia,19840,0.556,"[2020, 2019, 2018, 2017, 2016]","[874, 916, 837, 831, 792]"
603,BR,Brasil,21,Maranhão,MA,2107704,Paraibano,21571,0.58,"[2020, 2019, 2018, 2017, 2016]","[1094, 1150, 1040, 1015, 1060]"
604,BR,Brasil,21,Maranhão,MA,2107803,Parnarama,35108,0.542,"[2020, 2019, 2018, 2017, 2016]","[1849, 2002, 2084, 2044, 2212]"
605,BR,Brasil,21,Maranhão,MA,2107902,Passagem Franca,19253,0.532,"[2020, 2019, 2018, 2017, 2016]","[850, 902, 789, 797, 854]"
606,BR,Brasil,21,Maranhão,MA,2108009,Pastos Bons,19693,0.61,"[2020, 2019, 2018, 2017, 2016]","[1493, 1190, 1250, 1156, 1047]"
607,BR,Brasil,21,Maranhão,MA,2108058,Paulino Neves,16295,0.561,"[2020, 2019, 2018, 2017, 2016]","[848, 872, 1034, 800, 947]"
608,BR,Brasil,21,Maranhão,MA,2108108,Paulo Ramos,21092,0.5489999999999999,"[2020, 2019, 2018, 2017, 2016]","[949, 986, 962, 942, 987]"
609,BR,Brasil,21,Maranhão,MA,2108207,Pedreiras,39153,0.682,"[2020, 2019, 2018, 2017, 2016]","[5933, 6386, 6148, 6299, 5076]"
610,BR,Brasil,21,Maranhão,MA,2108256,Pedro do Rosário,25560,0.516,"[2020, 2019, 2018, 2017, 2016]","[947, 724, 489, 536, 566]"
611,BR,Brasil,21,Maranhão,MA,2108306,Penalva,38987,0.5539999999999999,"[2020, 2019, 2018, 2017, 2016]","[1252, 1450, 1174, 1232, 1452]"
612,BR,Brasil,21,Maranhão,MA,2108405,Peri Mirim,14371,0.599,"[2020, 2019, 2018, 2017, 2016]","[566, 580, 549, 484, 402]"
613,BR,Brasil,21,Maranhão,MA,2108454,Peritoró,23530,0.564,"[2020, 2019, 2018, 2017, 2016]","[1034, 1073, 1123, 1096, 1040]"
614,BR,Brasil,21,Maranhão,MA,2108504,Pindaré-Mirim,33186,0.633,"[2020, 2019, 2018, 2017, 2016]","[1806, 1873, 2005, 1763, 1481]"
615,BR,Brasil,21,Maranhão,MA,2108603,Pinheiro,84160,0.637,"[2020, 2019, 2018, 2017, 2016]","[5399, 5279, 5312, 5337, 5308]"
616,BR,Brasil,21,Maranhão,MA,2108702,Pio XII,21274,0.541,"[2020, 2019, 2018, 2017, 2016]","[1270, 1435, 1471, 1486, 1486]"
617,BR,Brasil,25,Paraíba,PB,2501807,Bayeux,97519,0.649,"[2020, 2019, 2018, 2017, 2016]","[10370, 10629, 9815, 11053, 10388]"
618,BR,Brasil,21,Maranhão,MA,2108801,Pirapemas,18814,0.5760000000000001,"[2020, 2019, 2018, 2017, 2016]","[724, 721, 681, 634, 682]"
619,BR,Brasil,21,Maranhão,MA,2108900,Poção de Pedras,17321,0.5760000000000001,"[2020, 2019, 2018, 2017, 2016]","[847, 867, 866, 867, 879]"
620,BR,Brasil,21,Maranhão,MA,2109007,Porto Franco,24294,0.684,"[2020, 2019, 2018, 2017, 2016]","[2401, 2642, 2546, 2635, 1988]"
621,BR,Brasil,21,Maranhão,MA,2109056,Porto Rico do Maranhão,5936,0.615,"[2020, 2019, 2018, 2017, 2016]","[268, 265, 282, 268, 269]"
622,BR,Brasil,21,Maranhão,MA,2109106,Presidente Dutra,48264,0.653,"[2020, 2019, 2018, 2017, 2016]","[5457, 4836, 4945, 4859, 4581]"
623,BR,Brasil,21,Maranhão,MA,2109205,Presidente Juscelino,12939,0.563,"[2020, 2019, 2018, 2017, 2016]","[486, 490, 485, 482, 442]"
624,BR,Brasil,21,Maranhão,MA,2109239,Presidente Médici,7124,0.591,"[2020, 2019, 2018, 2017, 2016]","[501, 549, 607, 492, 406]"
625,BR,Brasil,21,Maranhão,MA,2109270,Presidente Sarney,19217,0.557,"[2020, 2019, 2018, 2017, 2016]","[608, 574, 545, 553, 547]"
626,BR,Brasil,21,Maranhão,MA,2109304,Presidente Vargas,11328,0.5870000000000001,"[2020, 2019, 2018, 2017, 2016]","[674, 741, 755, 686, 546]"
627,BR,Brasil,21,Maranhão,MA,2109403,Primeira Cruz,15545,0.512,"[2020, 2019, 2018, 2017, 2016]","[364, 638, 294, 291, 156]"
628,BR,Brasil,21,Maranhão,MA,2109452,Raposa,31586,0.626,"[2020, 2019, 2018, 2017, 2016]","[1944, 1993, 1810, 1626, 1788]"
629,BR,Brasil,21,Maranhão,MA,2109502,Riachão,20288,0.5760000000000001,"[2020, 2019, 2018, 2017, 2016]","[1574, 1516, 1465, 1271, 1154]"
630,BR,Brasil,21,Maranhão,MA,2109551,Ribamar Fiquene,7859,0.615,"[2020, 2019, 2018, 2017, 2016]","[618, 601, 579, 528, 511]"
631,BR,Brasil,21,Maranhão,MA,2109601,Rosário,43243,0.632,"[2020, 2019, 2018, 2017, 2016]","[3929, 3339, 3224, 2506, 2752]"
632,BR,Brasil,21,Maranhão,MA,2109700,Sambaíba,5686,0.565,"[2020, 2019, 2018, 2017, 2016]","[529, 523, 557, 441, 391]"
633,BR,Brasil,21,Maranhão,MA,2109759,Santa Filomena do Maranhão,7878,0.525,"[2020, 2019, 2018, 2017, 2016]","[286, 297, 300, 294, 264]"
634,BR,Brasil,21,Maranhão,MA,2109809,Santa Helena,42829,0.5710000000000001,"[2020, 2019, 2018, 2017, 2016]","[2062, 1890, 1803, 1747, 1608]"
635,BR,Brasil,21,Maranhão,MA,2109908,Santa Inês,89927,0.674,"[2020, 2019, 2018, 2017, 2016]","[11384, 10955, 11355, 11134, 10891]"
636,BR,Brasil,21,Maranhão,MA,2110005,Santa Luzia,73105,0.55,"[2020, 2019, 2018, 2017, 2016]","[3476, 3712, 3804, 3692, 3610]"
637,BR,Brasil,21,Maranhão,MA,2110039,Santa Luzia do Paruá,25487,0.599,"[2020, 2019, 2018, 2017, 2016]","[1986, 1888, 1863, 1846, 1529]"
638,BR,Brasil,21,Maranhão,MA,2110104,Santa Quitéria do Maranhão,25884,0.555,"[2020, 2019, 2018, 2017, 2016]","[1045, 1060, 1042, 958, 499]"
639,BR,Brasil,21,Maranhão,MA,2110203,Santa Rita,38732,0.609,"[2020, 2019, 2018, 2017, 2016]","[1597, 1486, 1588, 1672, 1649]"
640,BR,Brasil,21,Maranhão,MA,2110237,Santana do Maranhão,13704,0.51,"[2020, 2019, 2018, 2017, 2016]","[422, 408, 482, 438, 77]"
641,BR,Brasil,21,Maranhão,MA,2110278,Santo Amaro do Maranhão,16219,0.518,"[2020, 2019, 2018, 2017, 2016]","[676, 725, 727, 522, 503]"
642,BR,Brasil,21,Maranhão,MA,2110302,Santo Antônio dos Lopes,14516,0.5660000000000001,"[2020, 2019, 2018, 2017, 2016]","[1426, 1416, 1354, 1247, 969]"
643,BR,Brasil,21,Maranhão,MA,2110401,São Benedito do Rio Preto,18769,0.541,"[2020, 2019, 2018, 2017, 2016]","[761, 748, 749, 667, 579]"
644,BR,Brasil,21,Maranhão,MA,2110500,São Bento,45989,0.602,"[2020, 2019, 2018, 2017, 2016]","[1324, 1487, 1440, 1366, 1318]"
645,BR,Brasil,21,Maranhão,MA,2110609,São Bernardo,28825,0.5720000000000001,"[2020, 2019, 2018, 2017, 2016]","[1184, 1424, 1319, 1434, 1510]"
646,BR,Brasil,21,Maranhão,MA,2111201,São José de Ribamar,180345,0.708,"[2020, 2019, 2018, 2017, 2016]","[18729, 19370, 19078, 18149, 18258]"
647,BR,Brasil,21,Maranhão,MA,2110658,São Domingos do Azeitão,7448,0.59,"[2020, 2019, 2018, 2017, 2016]","[783, 683, 614, 451, 423]"
648,BR,Brasil,21,Maranhão,MA,2110708,São Domingos do Maranhão,34391,0.5820000000000001,"[2020, 2019, 2018, 2017, 2016]","[1688, 1476, 1404, 1322, 1520]"
